transaction_id,client_id,stock_id,symbol,trade_date,trade_time,side,order_type,quantity,price,gross_value_thb,commission_thb,vat_thb,net_value_thb,channel,status,settlement_date
TXN00019151,C00329,STK0040,SCC,2025-09-22,2025-09-22 13:45:55,SELL,Market,50000,15.63,781500.0,1406.7,98.47,779994.83,Online,Filled,2025-09-24
TXN00005063,C00356,STK0012,TMB,2025-09-22,2025-09-22 13:48:54,SELL,Market,5000,192.9,964500.0,1996.52,139.76,962363.72,Phone,Filled,2025-09-24
TXN00008735,C00448,STK0006,RATCH,2025-09-22,2025-09-22 13:50:29,BUY,Market,500000,193.88,96940000.0,111481.0,7803.67,97059284.67,Online,Filled,2025-09-24
TXN00007224,C00445,STK0010,BBL,2025-09-22,2025-09-22 13:54:59,SELL,Limit,30000,115.62,3468600.0,5202.9,364.2,3463032.9,Online,Filled,2025-09-24
TXN00010332,C00312,STK0001,PTT,2025-09-22,2025-09-22 13:58:00,BUY,Limit,3000,314.21,942630.0,1866.41,130.65,944627.06,Online,Filled,2025-09-24
TXN00018838,C00259,STK0003,GPSC,2025-09-22,2025-09-22 14:03:25,BUY,Market,10000,48.44,484400.0,1172.25,82.06,485654.31,Online,Filled,2025-09-24
TXN00006146,C00222,STK0009,SCB,2025-09-22,2025-09-22 14:04:31,BUY,Market,500000,211.61,105805000.0,105805.0,7406.35,105918211.35,Online,Filled,2025-09-24
TXN00016096,C00078,STK0006,RATCH,2025-09-22,2025-09-22 14:05:00,BUY,Limit,8000,193.88,1551040.0,2559.22,179.15,1553778.37,Mobile App,Filled,2025-09-24
TXN00001778,C00163,STK0008,KBANK,2025-09-22,2025-09-22 14:07:27,SELL,Limit,500,177.22,88610.0,221.52,15.51,88372.97,Mobile App,Filled,2025-09-24
TXN00015784,C00339,STK0016,BH,2025-09-22,2025-09-22 14:17:42,SELL,Limit,100000,59.85,5985000.0,7900.2,553.01,5976546.79,Mobile App,Filled,2025-09-24
TXN00003716,C00403,STK0009,SCB,2025-09-22,2025-09-22 14:18:41,BUY,Limit,10000,211.61,2116100.0,3491.56,244.41,2119835.97,Broker,Filled,2025-09-24
TXN00019253,C00356,STK0045,DCC,2025-09-22,2025-09-22 14:26:46,BUY,Market,100000,10.73,1073000.0,1845.56,129.19,1074974.75,Mobile App,Filled,2025-09-24
TXN00000788,C00338,STK0046,ADVANC,2025-09-22,2025-09-22 14:42:37,SELL,Market,500000,58.0,29000000.0,29000.0,2030.0,28968970.0,Broker,Filled,2025-09-24
TXN00019709,C00220,STK0041,SCGP,2025-09-22,2025-09-22 14:48:48,SELL,Limit,10000,13.26,132600.0,335.48,23.48,132241.04,Mobile App,Filled,2025-09-24
TXN00003150,C00322,STK0004,GULF,2025-09-22,2025-09-22 14:55:28,BUY,Limit,50000,89.88,4494000.0,7415.1,519.06,4501934.16,Online,Filled,2025-09-24
TXN00011299,C00411,STK0006,RATCH,2025-09-22,2025-09-22 15:02:39,BUY,Market,2500,193.88,484700.0,1066.34,74.64,485840.98,Online,Filled,2025-09-24
TXN00003198,C00297,STK0011,KTB,2025-09-22,2025-09-22 15:07:14,SELL,Market,500000,86.21,43105000.0,49570.75,3469.95,43051959.3,Broker,Filled,2025-09-24
TXN00021579,C00338,STK0039,MINT,2025-09-22,2025-09-22 15:08:08,BUY,Market,10000,30.21,302100.0,664.62,46.52,302811.14,Online,Filled,2025-09-24
TXN00015880,C00328,STK0025,ORI,2025-09-22,2025-09-22 15:14:59,SELL,Limit,50000,26.1,1305000.0,1957.5,137.02,1302905.48,Online,Filled,2025-09-24
TXN00002741,C00109,STK0020,NTV,2025-09-22,2025-09-22 15:17:48,SELL,Market,5000,44.31,221550.0,487.41,34.12,221028.47,Broker,Filled,2025-09-24
TXN00003811,C00359,STK0020,NTV,2025-09-22,2025-09-22 15:18:16,BUY,Market,300,44.31,13293.0,50.0,3.5,13346.5,Mobile App,Filled,2025-09-24
TXN00018811,C00224,STK0036,MAKRO,2025-09-22,2025-09-22 15:18:58,SELL,Limit,14000,25.48,356720.0,902.5,63.18,355754.32,Online,Filled,2025-09-24
TXN00016662,C00259,STK0043,PTTGC,2025-09-22,2025-09-22 15:19:24,BUY,Market,500000,51.67,25835000.0,28418.5,1989.3,25865407.8,Online,Filled,2025-09-24
TXN00019908,C00428,STK0019,RJH,2025-09-22,2025-09-22 15:20:13,BUY,Market,400,32.03,12812.0,50.0,3.5,12865.5,Online,Filled,2025-09-24
TXN00002902,C00427,STK0025,ORI,2025-09-22,2025-09-22 15:22:47,SELL,Limit,5000,26.1,130500.0,315.81,22.11,130162.08,Broker,Filled,2025-09-24
TXN00007956,C00464,STK0014,TISCO,2025-09-22,2025-09-22 15:24:21,BUY,Market,1000,138.84,138840.0,351.27,24.59,139215.86,Broker,Filled,2025-09-24
TXN00008946,C00225,STK0016,BH,2025-09-22,2025-09-22 15:30:25,BUY,Limit,10000,59.85,598500.0,1238.9,86.72,599825.62,Mobile App,Filled,2025-09-24
TXN00013114,C00004,STK0022,AP,2025-09-22,2025-09-22 15:41:04,BUY,Limit,5000,15.73,78650.0,225.73,15.8,78891.53,Online,Filled,2025-09-24
TXN00012537,C00389,STK0001,PTT,2025-09-22,2025-09-22 15:47:41,BUY,Market,100000,314.21,31421000.0,36134.15,2529.39,31459663.54,Phone,Filled,2025-09-24
TXN00019814,C00498,STK0028,DELTA,2025-09-22,2025-09-22 15:53:02,SELL,Limit,6000,33.0,198000.0,500.94,35.07,197463.99,Broker,Filled,2025-09-24
TXN00009016,C00030,STK0020,NTV,2025-09-22,2025-09-22 16:06:31,SELL,Limit,100000,44.31,4431000.0,7311.15,511.78,4423177.07,Online,Filled,2025-09-24
TXN00010435,C00283,STK0039,MINT,2025-09-22,2025-09-22 16:11:59,BUY,Limit,1500,30.21,45315.0,130.05,9.1,45454.15,Online,Filled,2025-09-24
TXN00010101,C00185,STK0045,DCC,2025-09-22,2025-09-22 16:14:18,BUY,Limit,50000,10.73,536500.0,1110.56,77.74,537688.3,Online,Filled,2025-09-24
TXN00017285,C00036,STK0030,SVI,2025-09-22,2025-09-22 16:19:01,SELL,Limit,600,54.01,32406.0,93.01,6.51,32306.48,Broker,Filled,2025-09-24
TXN00015853,C00399,STK0007,EGCO,2025-09-22,2025-09-22 16:20:01,BUY,Limit,500,44.53,22265.0,63.9,4.47,22333.37,Online,Filled,2025-09-24
TXN00014917,C00116,STK0033,INET,2025-09-22,2025-09-22 16:20:22,BUY,Limit,100000,23.31,2331000.0,4009.32,280.65,2335289.97,Online,Filled,2025-09-24
TXN00007772,C00287,STK0033,INET,2025-09-22,2025-09-22 16:22:16,BUY,Limit,1000,23.31,23310.0,58.28,4.08,23372.36,Phone,Filled,2025-09-24
TXN00020742,C00015,STK0041,SCGP,2025-09-22,2025-09-22 16:24:45,SELL,Limit,100000,13.26,1326000.0,1989.0,139.23,1323871.77,Online,Filled,2025-09-24
TXN00010938,C00006,STK0033,INET,2025-09-22,2025-09-22 16:29:03,SELL,Market,1000,23.31,23310.0,58.28,4.08,23247.64,Online,Filled,2025-09-24
TXN00018876,C00099,STK0023,SPALI,2025-09-22,2025-09-22 16:30:42,SELL,Market,35000,9.78,342300.0,828.37,57.99,341413.64,Online,Filled,2025-09-24
TXN00021851,C00329,STK0021,LH,2025-09-22,2025-09-22 16:31:24,SELL,Limit,500000,36.26,18130000.0,21756.0,1522.92,18106721.08,Online,Filled,2025-09-24
TXN00022203,C00473,STK0022,AP,2025-09-22,2025-09-22 16:38:41,SELL,Market,35000,15.73,550550.0,1090.09,76.31,549383.6,Broker,Filled,2025-09-24
TXN00020199,C00442,STK0019,RJH,2025-09-22,2025-09-22 16:38:57,SELL,Limit,100000,32.03,3203000.0,5509.16,385.64,3197105.2,Online,Filled,2025-09-24
TXN00005498,C00085,STK0044,TOA,2025-09-22,2025-09-22 16:39:09,BUY,Market,500000,70.01,35005000.0,35005.0,2450.35,35042455.35,Mobile App,Filled,2025-09-24
TXN00005241,C00322,STK0047,TRUE,2025-09-22,2025-09-22 16:48:04,SELL,Limit,10000,72.99,729900.0,1445.2,101.16,728353.64,Online,Filled,2025-09-24
TXN00002686,C00317,STK0015,BDMS,2025-09-22,2025-09-22 16:49:35,BUY,Limit,70000,50.17,3511900.0,6040.47,422.83,3518363.3,Online,Filled,2025-09-24
TXN00011308,C00468,STK0040,SCC,2025-09-22,2025-09-22 16:53:45,SELL,Market,100000,15.63,1563000.0,2578.95,180.53,1560240.52,Mobile App,Filled,2025-09-24
TXN00005491,C00382,STK0029,HANA,2025-09-22,2025-09-22 16:58:41,BUY,Market,70000,22.75,1592500.0,2739.1,191.74,1595430.84,Online,Filled,2025-09-24
TXN00007263,C00442,STK0045,DCC,2025-09-22,2025-09-22 16:59:15,BUY,Market,5000000,10.73,536500.0,1110.56,77.74,537688.3,Mobile App,Filled,2025-09-24
TXN00012194,C00463,STK0019,RJH,2025-09-23,2025-09-23 10:03:54,BUY,Market,2112,31.22,65936.64,181.33,12.69,66130.66,Broker,Partial,2025-09-25
TXN00000035,C00319,STK0005,BGRIM,2025-09-23,2025-09-23 10:11:22,BUY,Limit,50000,69.01,3450500.0,5693.32,398.53,3456591.85,Online,Filled,2025-09-25
TXN00008074,C00445,STK0037,CPN,2025-09-23,2025-09-23 10:16:17,SELL,Market,6000,43.15,258900.0,569.58,39.87,258290.55,Online,Filled,2025-09-25
TXN00010392,C00098,STK0014,TISCO,2025-09-23,2025-09-23 10:17:02,BUY,Limit,3000,138.75,416250.0,1007.32,70.51,417327.83,Online,Filled,2025-09-25
TXN00020871,C00413,STK0006,RATCH,2025-09-23,2025-09-23 10:21:12,BUY,Market,2500,189.83,474575.0,1044.06,73.08,475692.14,Online,Filled,2025-09-25
TXN00000601,C00158,STK0032,HUMAN,2025-09-23,2025-09-23 10:22:03,SELL,Limit,600,72.52,43512.0,124.88,8.74,43378.38,Mobile App,Filled,2025-09-25
TXN00017346,C00443,STK0017,BCH,2025-09-23,2025-09-23 10:26:24,BUY,Limit,334,80.05,26736.7,66.84,4.68,26808.22,Broker,Partial,2025-09-25
TXN00002400,C00433,STK0009,SCB,2025-09-23,2025-09-23 10:27:29,BUY,Market,5000,209.79,1048950.0,1730.77,121.15,1050801.92,Broker,Filled,2025-09-25
TXN00016211,C00030,STK0037,CPN,2025-09-23,2025-09-23 10:29:00,BUY,Limit,100000,43.15,4315000.0,7119.75,498.38,4322618.13,Broker,Filled,2025-09-25
TXN00007389,C00264,STK0032,HUMAN,2025-09-23,2025-09-23 10:32:22,SELL,Limit,50000,72.52,3626000.0,6236.72,436.57,3619326.71,Online,Filled,2025-09-25
TXN00017927,C00374,STK0005,BGRIM,2025-09-23,2025-09-23 10:36:32,BUY,Market,50000,69.01,3450500.0,5934.86,415.44,3456850.3,Broker,Filled,2025-09-25
TXN00013820,C00336,STK0026,SC,2025-09-23,2025-09-23 10:37:18,SELL,Market,50000,28.38,1419000.0,2128.5,149.0,1416722.5,Online,Filled,2025-09-25
TXN00024286,C00119,STK0012,TMB,2025-09-23,2025-09-23 10:37:53,SELL,Limit,10000,197.63,1976300.0,2964.45,207.51,1973128.04,Online,Filled,2025-09-25
TXN00005815,C00035,STK0035,BJC,2025-09-23,2025-09-23 10:38:25,SELL,Market,37350,19.82,740277.0,1532.37,107.27,738637.36,Mobile App,Partial,2025-09-25
TXN00020178,C00345,STK0019,RJH,2025-09-23,2025-09-23 10:41:18,SELL,Market,5000,31.22,156100.0,343.42,24.04,155732.54,Online,Filled,2025-09-25
TXN00021793,C00405,STK0007,EGCO,2025-09-23,2025-09-23 10:47:34,SELL,Market,10000,44.68,446800.0,982.96,68.81,445748.23,Online,Filled,2025-09-25
TXN00021060,C00351,STK0006,RATCH,2025-09-23,2025-09-23 10:49:54,SELL,Market,100000,189.83,18983000.0,26196.54,1833.76,18954969.7,Online,Filled,2025-09-25
TXN00004193,C00084,STK0001,PTT,2025-09-23,2025-09-23 10:52:17,SELL,Limit,200,331.68,66336.0,190.38,13.33,66132.29,Online,Filled,2025-09-25
TXN00006814,C00410,STK0019,RJH,2025-09-23,2025-09-23 11:01:38,BUY,Limit,10000,31.22,312200.0,755.52,52.89,313008.41,Online,Filled,2025-09-25
TXN00000946,C00222,STK0041,SCGP,2025-09-23,2025-09-23 11:02:32,BUY,Limit,100000,13.16,1316000.0,1974.0,138.18,1318112.18,Online,Filled,2025-09-25
TXN00005890,C00362,STK0028,DELTA,2025-09-23,2025-09-23 11:09:12,BUY,Limit,100000,33.53,3353000.0,5767.16,403.7,3359170.86,Mobile App,Filled,2025-09-25
TXN00013994,C00351,STK0030,SVI,2025-09-23,2025-09-23 11:14:50,BUY,Limit,10000,55.15,551500.0,1141.6,79.91,552721.51,Mobile App,Filled,2025-09-25
TXN00001486,C00167,STK0008,KBANK,2025-09-23,2025-09-23 11:16:40,SELL,Limit,10000,177.64,1776400.0,3055.41,213.88,1773130.71,Broker,Filled,2025-09-25
TXN00003017,C00073,STK0033,INET,2025-09-23,2025-09-23 11:19:02,SELL,Stop Loss,20000,23.84,476800.0,1153.86,80.77,475565.37,Online,Filled,2025-09-25
TXN00018859,C00432,STK0041,SCGP,2025-09-23,2025-09-23 11:20:34,BUY,Market,10000,13.16,131600.0,318.47,22.29,131940.76,Online,Filled,2025-09-25
TXN00004230,C00358,STK0019,RJH,2025-09-23,2025-09-23 11:34:17,SELL,Limit,12000,31.22,374640.0,947.84,66.35,373625.81,Online,Filled,2025-09-25
TXN00002499,C00129,STK0036,MAKRO,2025-09-23,2025-09-23 11:35:07,SELL,Market,10000,25.91,259100.0,655.52,45.89,258398.59,Online,Filled,2025-09-25
TXN00010270,C00080,STK0008,KBANK,2025-09-23,2025-09-23 11:39:24,SELL,Limit,10000,177.64,1776400.0,3055.41,213.88,1773130.71,Online,Filled,2025-09-25
TXN00006089,C00002,STK0050,THCOM,2025-09-23,2025-09-23 11:45:52,BUY,Limit,400,70.65,28260.0,70.65,4.95,28335.6,Online,Filled,2025-09-25
TXN00010784,C00404,STK0014,TISCO,2025-09-23,2025-09-23 11:46:37,BUY,Limit,10000,138.75,1387500.0,2081.25,145.69,1389726.94,Mobile App,Filled,2025-09-25
TXN00007574,C00002,STK0013,BAY,2025-09-23,2025-09-23 11:47:50,SELL,Market,100,36.82,3682.0,50.0,3.5,3628.5,Online,Filled,2025-09-25
TXN00016375,C00497,STK0045,DCC,2025-09-23,2025-09-23 11:52:47,SELL,Market,2000,11.37,22740.0,62.54,4.38,22673.08,Online,Filled,2025-09-25
TXN00018223,C00409,STK0007,EGCO,2025-09-23,2025-09-23 11:57:38,BUY,Stop Loss,8000,44.68,357440.0,786.37,55.05,358281.42,Online,Filled,2025-09-25
TXN00006820,C00361,STK0004,GULF,2025-09-23,2025-09-23 12:04:57,BUY,Limit,6000,91.42,548520.0,1135.44,79.48,549734.92,Online,Filled,2025-09-25
TXN00011623,C00101,STK0009,SCB,2025-09-23,2025-09-23 12:08:09,BUY,Market,2515,209.79,527621.85,949.72,66.48,528638.05,Online,Partial,2025-09-25
TXN00024252,C00265,STK0043,PTTGC,2025-09-23,2025-09-23 12:19:46,SELL,Stop Loss,1000,51.73,51730.0,129.32,9.05,51591.63,Online,Filled,2025-09-25
TXN00004101,C00319,STK0040,SCC,2025-09-23,2025-09-23 12:25:11,SELL,Market,50000,15.37,768500.0,1521.63,106.51,766871.86,Online,Filled,2025-09-25
TXN00009096,C00423,STK0046,ADVANC,2025-09-23,2025-09-23 12:27:35,BUY,Market,70000,58.2,4074000.0,7007.28,490.51,4081497.79,Mobile App,Filled,2025-09-25
TXN00002463,C00097,STK0045,DCC,2025-09-23,2025-09-23 12:29:39,BUY,Limit,1500,11.37,17055.0,50.0,3.5,17108.5,Mobile App,Filled,2025-09-25
TXN00018613,C00322,STK0036,MAKRO,2025-09-23,2025-09-23 12:32:10,SELL,Limit,100000,25.91,2591000.0,4275.15,299.26,2586425.59,Broker,Filled,2025-09-25
TXN00008581,C00151,STK0050,THCOM,2025-09-23,2025-09-23 12:47:57,BUY,Limit,20000,70.65,1413000.0,2430.36,170.13,1415600.49,Online,Filled,2025-09-25
TXN00002019,C00242,STK0016,BH,2025-09-23,2025-09-23 12:49:51,SELL,Market,16000,59.01,944160.0,1954.41,136.81,942068.78,Mobile App,Filled,2025-09-25
TXN00005728,C00091,STK0020,NTV,2025-09-23,2025-09-23 12:58:23,BUY,Limit,500000,44.18,22090000.0,22090.0,1546.3,22113636.3,Online,Filled,2025-09-25
TXN00001175,C00225,STK0005,BGRIM,2025-09-23,2025-09-23 12:59:21,SELL,Market,1000,69.01,69010.0,198.06,13.86,68798.08,Mobile App,Filled,2025-09-25
TXN00016989,C00194,STK0041,SCGP,2025-09-23,2025-09-23 13:02:39,SELL,Market,100000,13.16,1316000.0,1974.0,138.18,1313887.82,Online,Filled,2025-09-25
TXN00005571,C00448,STK0032,HUMAN,2025-09-23,2025-09-23 13:04:31,BUY,Limit,100000,72.52,7252000.0,10007.76,700.54,7262708.3,Online,Filled,2025-09-25
TXN00024318,C00298,STK0037,CPN,2025-09-23,2025-09-23 13:10:04,SELL,Limit,100000,43.15,4315000.0,6472.5,453.08,4308074.42,Mobile App,Filled,2025-09-25
TXN00020943,C00194,STK0035,BJC,2025-09-23,2025-09-23 13:22:29,BUY,Market,500000,19.82,9910000.0,11892.0,832.44,9922724.44,Phone,Filled,2025-09-25
TXN00021914,C00072,STK0040,SCC,2025-09-23,2025-09-23 13:25:32,SELL,Limit,500000,15.37,7685000.0,10605.3,742.37,7673652.33,Broker,Filled,2025-09-25
TXN00019496,C00040,STK0049,JAS,2025-09-23,2025-09-23 13:27:03,SELL,Limit,100000,70.43,7043000.0,9296.76,650.77,7033052.47,Online,Filled,2025-09-25
TXN00013431,C00432,STK0003,GPSC,2025-09-23,2025-09-23 13:32:51,SELL,Market,100000,48.36,4836000.0,7979.4,558.56,4827462.04,Online,Filled,2025-09-25
TXN00003364,C00337,STK0032,HUMAN,2025-09-23,2025-09-23 13:34:16,BUY,Limit,50000,72.52,3626000.0,5982.9,418.8,3632401.7,Online,Filled,2025-09-25
TXN00018884,C00015,STK0029,HANA,2025-09-23,2025-09-23 13:35:33,SELL,Market,10000,22.88,228800.0,503.36,35.24,228261.4,Mobile App,Filled,2025-09-25
TXN00018971,C00389,STK0046,ADVANC,2025-09-23,2025-09-23 13:36:18,SELL,Limit,10000,58.2,582000.0,1204.74,84.33,580710.93,Online,Filled,2025-09-25
TXN00005147,C00355,STK0029,HANA,2025-09-23,2025-09-23 13:39:56,SELL,Stop Loss,500000,22.88,11440000.0,13728.0,960.96,11425311.04,Phone,Filled,2025-09-25
TXN00002643,C00376,STK0047,TRUE,2025-09-23,2025-09-23 13:40:16,SELL,Market,100000,75.24,7524000.0,9931.68,695.22,7513373.1,Mobile App,Filled,2025-09-25
TXN00010780,C00386,STK0023,SPALI,2025-09-23,2025-09-23 13:40:34,BUY,Limit,400,9.61,3844.0,50.0,3.5,3897.5,Broker,Filled,2025-09-25
TXN00017049,C00082,STK0001,PTT,2025-09-23,2025-09-23 13:42:18,BUY,Limit,16885,331.68,5600416.8,7392.55,517.48,5608326.83,Online,Partial,2025-09-25
TXN00003083,C00065,STK0004,GULF,2025-09-23,2025-09-23 13:44:12,SELL,Market,300,91.42,27426.0,68.56,4.8,27352.64,Mobile App,Filled,2025-09-25
TXN00010951,C00130,STK0048,DTAC,2025-09-23,2025-09-23 13:50:31,SELL,Limit,100000,35.59,3559000.0,5872.35,411.06,3552716.59,Mobile App,Filled,2025-09-25
TXN00005229,C00416,STK0048,DTAC,2025-09-23,2025-09-23 13:58:35,BUY,Market,25000,35.59,889750.0,1841.78,128.92,891720.7,Online,Filled,2025-09-25
TXN00015675,C00470,STK0010,BBL,2025-09-23,2025-09-23 14:00:42,BUY,Limit,10000,115.24,1152400.0,1728.6,121.0,1154249.6,Online,Filled,2025-09-25
TXN00014891,C00370,STK0048,DTAC,2025-09-23,2025-09-23 14:05:53,SELL,Market,50000,35.59,1779500.0,3060.74,214.25,1776225.01,Mobile App,Filled,2025-09-25
TXN00006647,C00338,STK0013,BAY,2025-09-23,2025-09-23 14:09:33,BUY,Limit,50000,36.82,1841000.0,2761.5,193.3,1843954.8,Online,Filled,2025-09-25
TXN00009912,C00336,STK0043,PTTGC,2025-09-23,2025-09-23 14:12:21,SELL,Market,50000,51.73,2586500.0,3879.75,271.58,2582348.67,Online,Filled,2025-09-25
TXN00011049,C00239,STK0046,ADVANC,2025-09-23,2025-09-23 14:20:17,BUY,Market,4000,58.2,232800.0,512.16,35.85,233348.01,Online,Filled,2025-09-25
TXN00020128,C00076,STK0002,PTTEP,2025-09-23,2025-09-23 14:22:08,BUY,Limit,10000,77.33,773300.0,1600.73,112.05,775012.78,Online,Filled,2025-09-25
TXN00014482,C00383,STK0034,CPALL,2025-09-23,2025-09-23 14:32:42,SELL,Limit,20000,62.8,1256000.0,2072.4,145.07,1253782.53,Online,Filled,2025-09-25
TXN00005334,C00356,STK0042,IVL,2025-09-23,2025-09-23 14:35:40,BUY,Market,50000,42.86,2143000.0,3685.96,258.02,2146943.98,Phone,Filled,2025-09-25
TXN00018448,C00388,STK0004,GULF,2025-09-23,2025-09-23 14:42:43,BUY,Limit,100,91.42,9142.0,50.0,3.5,9195.5,Broker,Filled,2025-09-25
TXN00020430,C00289,STK0026,SC,2025-09-23,2025-09-23 14:47:02,BUY,Market,90000,28.38,2554200.0,3831.3,268.19,2558299.49,Online,Filled,2025-09-25
TXN00004477,C00272,STK0010,BBL,2025-09-23,2025-09-23 14:49:30,BUY,Market,500,115.24,57620.0,165.37,11.58,57796.95,Mobile App,Filled,2025-09-25
TXN00000634,C00351,STK0025,ORI,2025-09-23,2025-09-23 14:53:48,BUY,Limit,500000,26.48,13240000.0,18271.2,1278.98,13259550.18,Broker,Filled,2025-09-25
TXN00022715,C00356,STK0005,BGRIM,2025-09-23,2025-09-23 14:54:27,BUY,Market,10000,69.01,690100.0,1428.51,100.0,691628.51,Mobile App,Filled,2025-09-25
TXN00000594,C00085,STK0027,SIRI,2025-09-23,2025-09-23 14:58:32,BUY,Stop Loss,500000,79.72,39860000.0,39860.0,2790.2,39902650.2,Online,Filled,2025-09-25
TXN00009562,C00129,STK0009,SCB,2025-09-23,2025-09-23 15:00:50,BUY,Limit,500000,209.79,104895000.0,120629.25,8444.05,105024073.3,Mobile App,Filled,2025-09-25
TXN00017891,C00255,STK0016,BH,2025-09-23,2025-09-23 15:03:25,SELL,Market,2000,59.01,118020.0,298.59,20.9,117700.51,Mobile App,Filled,2025-09-25
TXN00019734,C00045,STK0045,DCC,2025-09-23,2025-09-23 15:03:35,SELL,Market,50000,11.37,568500.0,1125.63,78.79,567295.58,Online,Filled,2025-09-25
TXN00001351,C00169,STK0045,DCC,2025-09-23,2025-09-23 15:10:51,SELL,Market,5000,11.37,56850.0,0.0,0.0,0.0,Mobile App,Cancelled,2025-09-25
TXN00018684,C00351,STK0028,DELTA,2025-09-23,2025-09-23 15:12:47,SELL,Limit,10000,33.53,335300.0,848.31,59.38,334392.31,Mobile App,Filled,2025-09-25
TXN00004499,C00442,STK0050,THCOM,2025-09-23,2025-09-23 15:15:04,SELL,Limit,100000,70.65,7065000.0,9749.7,682.48,7054567.82,Broker,Filled,2025-09-25
TXN00012152,C00082,STK0007,EGCO,2025-09-23,2025-09-23 15:15:24,BUY,Market,50000,44.68,2234000.0,3686.1,258.03,2237944.13,Broker,Filled,2025-09-25
TXN00011232,C00210,STK0043,PTTGC,2025-09-23,2025-09-23 15:19:44,BUY,Limit,800,51.73,41384.0,113.81,7.97,41505.78,Online,Filled,2025-09-25
TXN00009357,C00006,STK0014,TISCO,2025-09-23,2025-09-23 15:31:01,SELL,Limit,531,138.75,73676.25,184.19,12.89,73479.17,Mobile App,Partial,2025-09-25
TXN00014843,C00015,STK0017,BCH,2025-09-23,2025-09-23 15:33:19,BUY,Limit,500000,80.05,40025000.0,40025.0,2801.75,40067826.75,Online,Filled,2025-09-25
TXN00013853,C00500,STK0029,HANA,2025-09-23,2025-09-23 15:34:45,BUY,Limit,1348,22.88,30842.24,77.11,5.4,30924.75,Online,Partial,2025-09-25
TXN00001444,C00232,STK0010,BBL,2025-09-23,2025-09-23 15:39:22,SELL,Limit,400,115.24,46096.0,115.24,8.07,45972.69,Online,Filled,2025-09-25
TXN00017690,C00244,STK0035,BJC,2025-09-23,2025-09-23 15:49:18,BUY,Market,58001,19.82,1149579.82,1724.37,120.71,1151424.9,Broker,Partial,2025-09-25
TXN00007639,C00232,STK0028,DELTA,2025-09-23,2025-09-23 15:49:21,SELL,Market,1000,33.53,33530.0,83.82,5.87,33440.31,Online,Filled,2025-09-25
TXN00024195,C00076,STK0047,TRUE,2025-09-23,2025-09-23 16:07:45,SELL,Stop Loss,10000,75.24,752400.0,1557.47,109.02,750733.51,Mobile App,Filled,2025-09-25
TXN00000727,C00373,STK0033,INET,2025-09-23,2025-09-23 16:08:10,SELL,Market,6000,23.84,143040.0,361.89,25.33,142652.78,Mobile App,Filled,2025-09-25
TXN00015261,C00195,STK0015,BDMS,2025-09-23,2025-09-23 16:09:56,SELL,Market,4000,50.08,200320.0,506.81,35.48,199777.71,Online,Filled,2025-09-25
TXN00005341,C00459,STK0028,DELTA,2025-09-23,2025-09-23 16:15:12,SELL,Market,500,33.53,16765.0,50.0,3.5,16711.5,Online,Filled,2025-09-25
TXN00008553,C00377,STK0029,HANA,2025-09-23,2025-09-23 16:19:16,BUY,Limit,12000,22.88,274560.0,694.64,48.62,275303.26,Mobile App,Filled,2025-09-25
TXN00005380,C00161,STK0047,TRUE,2025-09-23,2025-09-23 16:27:57,SELL,Limit,50000,75.24,3762000.0,6207.3,434.51,3755358.19,Mobile App,Filled,2025-09-25
TXN00010234,C00216,STK0048,DTAC,2025-09-23,2025-09-23 16:34:01,SELL,Market,2000,35.59,71180.0,195.74,13.7,70970.56,Online,Filled,2025-09-25
TXN00013566,C00297,STK0029,HANA,2025-09-23,2025-09-23 16:57:04,BUY,Market,500000,22.88,11440000.0,15787.2,1105.1,11456892.3,Online,Filled,2025-09-25
TXN00001201,C00116,STK0045,DCC,2025-09-23,2025-09-23 16:59:20,BUY,Market,50000,11.37,568500.0,1176.8,82.38,569759.18,Mobile App,Filled,2025-09-25
TXN00011138,C00442,STK0041,SCGP,2025-09-24,2025-09-24 10:12:28,SELL,Market,100000,12.97,1297000.0,2230.84,156.16,1294613.0,Mobile App,Filled,2025-09-26
TXN00015820,C00171,STK0034,CPALL,2025-09-24,2025-09-24 10:17:55,SELL,Limit,10000,64.48,644800.0,1334.74,93.43,643371.83,Broker,Filled,2025-09-26
TXN00003679,C00452,STK0017,BCH,2025-09-24,2025-09-24 10:22:08,BUY,Limit,30000,80.37,2411100.0,4147.09,290.3,2415537.39,Mobile App,Filled,2025-09-26
TXN00007728,C00470,STK0028,DELTA,2025-09-24,2025-09-24 10:22:59,BUY,Limit,100000,33.25,3325000.0,4987.5,349.13,3330336.63,Broker,Filled,2025-09-26
TXN00018832,C00395,STK0049,JAS,2025-09-24,2025-09-24 10:24:15,SELL,Limit,6000,68.07,408420.0,898.52,62.9,407458.58,Phone,Filled,2025-09-26
TXN00010754,C00372,STK0001,PTT,2025-09-24,2025-09-24 10:25:48,BUY,Limit,50000,340.44,17022000.0,22469.04,1572.83,17046041.87,Mobile App,Filled,2025-09-26
TXN00023271,C00176,STK0014,TISCO,2025-09-24,2025-09-24 10:32:51,BUY,Market,53,137.42,7283.26,50.0,3.5,7336.76,Online,Partial,2025-09-26
TXN00006567,C00359,STK0007,EGCO,2025-09-24,2025-09-24 10:38:38,BUY,Limit,1000,44.93,44930.0,128.95,9.03,45067.98,Mobile App,Filled,2025-09-26
